x y z
1.786 2.347 0.223
1.786 2.551 0.266
1.786 2.755 0.309
1.786 2.959 0.353
1.786 3.163 0.398
1.786 3.367 0.444
1.786 3.571 0.490
1.786 3.776 0.537
1.786 3.980 0.584
1.786 4.184 0.631
1.786 4.388 0.679
1.786 4.592 0.726
1.786 4.796 0.774
1.786 5.000 0.822
1.888 -5.000 0.248
1.888 -4.796 0.272
1.888 -4.592 0.295
1.888 -4.388 0.316
1.888 -4.184 0.336
1.888 -3.980 0.355
1.888 -3.776 0.372
1.888 -3.571 0.386
1.888 -3.367 0.398
1.888 -3.163 0.407
1.888 -2.959 0.420
1.888 -2.755 0.445
1.888 -2.551 0.478
1.888 -2.347 0.511
1.888 -2.143 0.538
1.888 -1.939 0.557
1.888 -1.735 0.563
1.888 -1.531 0.559
1.888 -1.327 0.544
1.888 -1.122 0.520
1.888 -0.918 0.489
1.888 -0.714 0.452
1.888 -0.510 0.409
1.888 -0.306 0.362
1.888 -0.102 0.311
1.888 0.102 0.257
1.888 0.306 0.199
1.888 0.510 0.138
1.888 0.714 0.075
1.888 0.918 0.010
1.888 1.122 0.032
1.888 1.327 0.069
1.888 1.531 0.108
1.888 1.735 0.148
1.888 1.939 0.189
1.888 2.143 0.231
1.888 2.347 0.273
1.888 2.551 0.317
1.888 2.755 0.361
1.888 2.959 0.406
1.888 3.163 0.452
1.888 3.367 0.499
1.888 3.571 0.546
1.888 3.776 0.593
1.888 3.980 0.641
1.888 4.184 0.689
1.888 4.388 0.738
1.888 4.592 0.786
1.888 4.796 0.835
1.888 5.000 0.883
1.990 -5.000 0.254
1.990 -4.796 0.276
1.990 -4.592 0.297
1.990 -4.388 0.317
1.990 -4.184 0.335
1.990 -3.980 0.351
1.990 -3.776 0.365
1.990 -3.571 0.377
1.990 -3.367 0.386
1.990 -3.163 0.400
1.990 -2.959 0.422
1.990 -2.755 0.450
1.990 -2.551 0.480
1.990 -2.347 0.505
1.990 -2.143 0.522
1.990 -1.939 0.529
1.990 -1.735 0.526
1.990 -1.531 0.513
1.990 -1.327 0.492
1.990 -1.122 0.464
1.990 -0.918 0.429
1.990 -0.714 0.388
1.990 -0.510 0.343
1.990 -0.306 0.293
1.990 -0.102 0.240
1.990 0.102 0.183
1.990 0.306 0.123
1.990 0.510 0.061
1.990 0.714 0.002
1.990 0.918 0.039
1.990 1.122 0.077
1.990 1.327 0.116
1.990 1.531 0.156
1.990 1.735 0.197
1.990 1.939 0.239
1.990 2.143 0.282
1.990 2.347 0.326
1.990 2.551 0.370
1.990 2.755 0.416
1.990 2.959 0.462
1.990 3.163 0.509
1.990 3.367 0.556
1.990 3.571 0.604
1.990 3.776 0.652
1.990 3.980 0.701
1.990 4.184 0.750
1.990 4.388 0.799
1.990 4.592 0.848
1.990 4.796 0.897
1.990 5.000 0.947
2.092 -5.000 0.256
2.092 -4.796 0.277
2.092 -4.592 0.296
2.092 -4.388 0.314
2.092 -4.184 0.330
2.092 -3.980 0.344
2.092 -3.776 0.355
2.092 -3.571 0.364
2.092 -3.367 0.378
2.092 -3.163 0.399
2.092 -2.959 0.423
2.092 -2.755 0.449
2.092 -2.551 0.471
2.092 -2.347 0.487
2.092 -2.143 0.494
2.092 -1.939 0.493
2.092 -1.735 0.482
2.092 -1.531 0.463
2.092 -1.327 0.436
2.092 -1.122 0.404
2.092 -0.918 0.365
2.092 -0.714 0.321
2.092 -0.510 0.273
2.092 -0.306 0.221
2.092 -0.102 0.166
2.092 0.102 0.107
2.092 0.306 0.045
2.092 0.510 0.011
2.092 0.714 0.048
2.092 0.918 0.086
2.092 1.122 0.125
2.092 1.327 0.165
2.092 1.531 0.206
2.092 1.735 0.248
2.092 1.939 0.291
2.092 2.143 0.335
2.092 2.347 0.380
2.092 2.551 0.426
2.092 2.755 0.472
2.092 2.959 0.519
2.092 3.163 0.567
2.092 3.367 0.615
2.092 3.571 0.664
2.092 3.776 0.713
2.092 3.980 0.762
2.092 4.184 0.812
2.092 4.388 0.862
2.092 4.592 0.912
2.092 4.796 0.962
2.092 5.000 1.012
2.194 -5.000 0.255
2.194 -4.796 0.274
2.194 -4.592 0.291
2.194 -4.388 0.307
2.194 -4.184 0.321
2.194 -3.980 0.332
2.194 -3.776 0.341
2.194 -3.571 0.355
2.194 -3.367 0.374
2.194 -3.163 0.396
2.194 -2.959 0.418
2.194 -2.755 0.438
2.194 -2.551 0.452
2.194 -2.347 0.459
2.194 -2.143 0.459
2.194 -1.939 0.449
2.194 -1.735 0.432
2.194 -1.531 0.408
2.194 -1.327 0.377
2.194 -1.122 0.340
2.194 -0.918 0.298
2.194 -0.714 0.252
2.194 -0.510 0.201
2.194 -0.306 0.147
2.194 -0.102 0.089
2.194 0.102 0.028
2.194 0.306 0.020
2.194 0.510 0.057
2.194 0.714 0.095
2.194 0.918 0.134
2.194 1.122 0.174
2.194 1.327 0.215
2.194 1.531 0.258
2.194 1.735 0.301
2.194 1.939 0.346
2.194 2.143 0.391
2.194 2.347 0.437
2.194 2.551 0.484
2.194 2.755 0.531
2.194 2.959 0.579
2.194 3.163 0.628
2.194 3.367 0.677
2.194 3.571 0.726
2.194 3.776 0.776
2.194 3.980 0.826
2.194 4.184 0.877
2.194 4.388 0.927
2.194 4.592 0.978
2.194 4.796 1.028
2.194 5.000 1.079
2.296 -5.000 0.251
2.296 -4.796 0.268
2.296 -4.592 0.283
2.296 -4.388 0.296
2.296 -4.184 0.308
2.296 -3.980 0.318
2.296 -3.776 0.331
2.296 -3.571 0.348
2.296 -3.367 0.368
2.296 -3.163 0.387
2.296 -2.959 0.405
2.296 -2.755 0.418
2.296 -2.551 0.425
2.296 -2.347 0.424
2.296 -2.143 0.416
2.296 -1.939 0.401
2.296 -1.735 0.378
2.296 -1.531 0.349
2.296 -1.327 0.314
2.296 -1.122 0.274
2.296 -0.918 0.229
2.296 -0.714 0.180
2.296 -0.510 0.126
2.296 -0.306 0.069
2.296 -0.102 0.009
2.296 0.102 0.030
2.296 0.306 0.067
2.296 0.510 0.105
2.296 0.714 0.144
2.296 0.918 0.184
2.296 1.122 0.226
2.296 1.327 0.268
2.296 1.531 0.312
2.296 1.735 0.357
2.296 1.939 0.402
2.296 2.143 0.449
2.296 2.347 0.496
2.296 2.551 0.543
2.296 2.755 0.592
2.296 2.959 0.641
2.296 3.163 0.690
2.296 3.367 0.740
2.296 3.571 0.791
2.296 3.776 0.841
2.296 3.980 0.892
2.296 4.184 0.943
2.296 4.388 0.994
2.296 4.592 1.045
2.296 4.796 1.097
2.296 5.000 1.148
2.398 -5.000 0.243
2.398 -4.796 0.258
2.398 -4.592 0.271
2.398 -4.388 0.282
2.398 -4.184 0.293
2.398 -3.980 0.306
2.398 -3.776 0.322
2.398 -3.571 0.339
2.398 -3.367 0.356
2.398 -3.163 0.372
2.398 -2.959 0.383
2.398 -2.755 0.390
2.398 -2.551 0.390
2.398 -2.347 0.382
2.398 -2.143 0.368
2.398 -1.939 0.347
2.398 -1.735 0.320
2.398 -1.531 0.287
2.398 -1.327 0.248
2.398 -1.122 0.205
2.398 -0.918 0.157
2.398 -0.714 0.105
2.398 -0.510 0.049
2.398 -0.306 0.006
2.398 -0.102 0.041
2.398 0.102 0.077
2.398 0.306 0.115
2.398 0.510 0.155
2.398 0.714 0.195
2.398 0.918 0.237
2.398 1.122 0.280
2.398 1.327 0.324
2.398 1.531 0.369
2.398 1.735 0.414
2.398 1.939 0.461
2.398 2.143 0.509
2.398 2.347 0.557
2.398 2.551 0.606
2.398 2.755 0.655
2.398 2.959 0.705
2.398 3.163 0.755
2.398 3.367 0.806
2.398 3.571 0.857
2.398 3.776 0.909
2.398 3.980 0.960
2.398 4.184 1.012
2.398 4.388 1.063
2.398 4.592 1.115
2.398 4.796 1.167
2.398 5.000 1.219
2.500 -5.000 0.231
2.500 -4.796 0.245
2.500 -4.592 0.256
2.500 -4.388 0.267
2.500 -4.184 0.280
2.500 -3.980 0.294
2.500 -3.776 0.310
2.500 -3.571 0.325
2.500 -3.367 0.339
2.500 -3.163 0.349
2.500 -2.959 0.355
2.500 -2.755 0.354
2.500 -2.551 0.348
2.500 -2.347 0.335
2.500 -2.143 0.316
2.500 -1.939 0.290
2.500 -1.735 0.258
2.500 -1.531 0.221
2.500 -1.327 0.179
2.500 -1.122 0.133
2.500 -0.918 0.082
2.500 -0.714 0.027
2.500 -0.510 0.018
2.500 -0.306 0.053
2.500 -0.102 0.089
2.500 0.102 0.127
2.500 0.306 0.166
2.500 0.510 0.207
2.500 0.714 0.248
2.500 0.918 0.292
2.500 1.122 0.336
2.500 1.327 0.381
2.500 1.531 0.427
2.500 1.735 0.474
2.500 1.939 0.522
2.500 2.143 0.571
2.500 2.347 0.620
2.500 2.551 0.670
2.500 2.755 0.720
2.500 2.959 0.771
2.500 3.163 0.822
2.500 3.367 0.874
2.500 3.571 0.926
2.500 3.776 0.978
2.500 3.980 1.030
2.500 4.184 1.082
2.500 4.388 1.135
2.500 4.592 1.187
2.500 4.796 1.239
2.500 5.000 1.291
