x y z
1.786 2.347 0.127
1.786 2.551 0.109
1.786 2.755 0.088
1.786 2.959 0.066
1.786 3.163 0.043
1.786 3.367 0.019
1.786 3.571 0.007
1.786 3.776 0.033
1.786 3.980 0.059
1.786 4.184 0.086
1.786 4.388 0.115
1.786 4.592 0.143
1.786 4.796 0.173
1.786 5.000 0.203
1.888 -5.000 1.799
1.888 -4.796 1.728
1.888 -4.592 1.656
1.888 -4.388 1.583
1.888 -4.184 1.510
1.888 -3.980 1.436
1.888 -3.776 1.360
1.888 -3.571 1.284
1.888 -3.367 1.207
1.888 -3.163 1.129
1.888 -2.959 1.049
1.888 -2.755 0.969
1.888 -2.551 0.887
1.888 -2.347 0.805
1.888 -2.143 0.721
1.888 -1.939 0.638
1.888 -1.735 0.554
1.888 -1.531 0.472
1.888 -1.327 0.393
1.888 -1.122 0.317
1.888 -0.918 0.245
1.888 -0.714 0.178
1.888 -0.510 0.116
1.888 -0.306 0.061
1.888 -0.102 0.012
1.888 0.102 0.029
1.888 0.306 0.064
1.888 0.510 0.090
1.888 0.714 0.110
1.888 0.918 0.124
1.888 1.122 0.131
1.888 1.327 0.134
1.888 1.531 0.132
1.888 1.735 0.126
1.888 1.939 0.117
1.888 2.143 0.105
1.888 2.347 0.090
1.888 2.551 0.072
1.888 2.755 0.053
1.888 2.959 0.033
1.888 3.163 0.010
1.888 3.367 0.013
1.888 3.571 0.036
1.888 3.776 0.061
1.888 3.980 0.087
1.888 4.184 0.114
1.888 4.388 0.141
1.888 4.592 0.169
1.888 4.796 0.198
1.888 5.000 0.227
1.990 -5.000 1.868
1.990 -4.796 1.796
1.990 -4.592 1.723
1.990 -4.388 1.649
1.990 -4.184 1.574
1.990 -3.980 1.498
1.990 -3.776 1.422
1.990 -3.571 1.344
1.990 -3.367 1.265
1.990 -3.163 1.185
1.990 -2.959 1.104
1.990 -2.755 1.022
1.990 -2.551 0.939
1.990 -2.347 0.854
1.990 -2.143 0.769
1.990 -1.939 0.683
1.990 -1.735 0.598
1.990 -1.531 0.514
1.990 -1.327 0.433
1.990 -1.122 0.356
1.990 -0.918 0.284
1.990 -0.714 0.217
1.990 -0.510 0.155
1.990 -0.306 0.100
1.990 -0.102 0.052
1.990 0.102 0.011
1.990 0.306 0.023
1.990 0.510 0.049
1.990 0.714 0.068
1.990 0.918 0.082
1.990 1.122 0.089
1.990 1.327 0.092
1.990 1.531 0.090
1.990 1.735 0.085
1.990 1.939 0.076
1.990 2.143 0.064
1.990 2.347 0.050
1.990 2.551 0.034
1.990 2.755 0.016
1.990 2.959 0.004
1.990 3.163 0.025
1.990 3.367 0.046
1.990 3.571 0.069
1.990 3.776 0.093
1.990 3.980 0.118
1.990 4.184 0.144
1.990 4.388 0.171
1.990 4.592 0.198
1.990 4.796 0.226
1.990 5.000 0.255
2.092 -5.000 1.937
2.092 -4.796 1.863
2.092 -4.592 1.789
2.092 -4.388 1.714
2.092 -4.184 1.638
2.092 -3.980 1.561
2.092 -3.776 1.483
2.092 -3.571 1.404
2.092 -3.367 1.323
2.092 -3.163 1.242
2.092 -2.959 1.159
2.092 -2.755 1.075
2.092 -2.551 0.990
2.092 -2.347 0.903
2.092 -2.143 0.816
2.092 -1.939 0.728
2.092 -1.735 0.641
2.092 -1.531 0.556
2.092 -1.327 0.474
2.092 -1.122 0.396
2.092 -0.918 0.323
2.092 -0.714 0.256
2.092 -0.510 0.194
2.092 -0.306 0.140
2.092 -0.102 0.092
2.092 0.102 0.052
2.092 0.306 0.019
2.092 0.510 0.007
2.092 0.714 0.026
2.092 0.918 0.039
2.092 1.122 0.046
2.092 1.327 0.048
2.092 1.531 0.047
2.092 1.735 0.042
2.092 1.939 0.033
2.092 2.143 0.022
2.092 2.347 0.009
2.092 2.551 0.007
2.092 2.755 0.024
2.092 2.959 0.042
2.092 3.163 0.062
2.092 3.367 0.083
2.092 3.571 0.105
2.092 3.776 0.128
2.092 3.980 0.152
2.092 4.184 0.178
2.092 4.388 0.203
2.092 4.592 0.230
2.092 4.796 0.258
2.092 5.000 0.286
2.194 -5.000 2.005
2.194 -4.796 1.931
2.194 -4.592 1.855
2.194 -4.388 1.779
2.194 -4.184 1.701
2.194 -3.980 1.623
2.194 -3.776 1.544
2.194 -3.571 1.463
2.194 -3.367 1.381
2.194 -3.163 1.298
2.194 -2.959 1.214
2.194 -2.755 1.128
2.194 -2.551 1.041
2.194 -2.347 0.952
2.194 -2.143 0.863
2.194 -1.939 0.774
2.194 -1.735 0.685
2.194 -1.531 0.599
2.194 -1.327 0.515
2.194 -1.122 0.437
2.194 -0.918 0.363
2.194 -0.714 0.296
2.194 -0.510 0.235
2.194 -0.306 0.180
2.194 -0.102 0.133
2.194 0.102 0.093
2.194 0.306 0.061
2.194 0.510 0.036
2.194 0.714 0.018
2.194 0.918 0.005
2.194 1.122 0.002
2.194 1.327 0.004
2.194 1.531 0.003
2.194 1.735 0.002
2.194 1.939 0.010
2.194 2.143 0.021
2.194 2.347 0.034
2.194 2.551 0.048
2.194 2.755 0.065
2.194 2.959 0.082
2.194 3.163 0.102
2.194 3.367 0.122
2.194 3.571 0.143
2.194 3.776 0.166
2.194 3.980 0.190
2.194 4.184 0.214
2.194 4.388 0.239
2.194 4.592 0.265
2.194 4.796 0.292
2.194 5.000 0.320
2.296 -5.000 2.073
2.296 -4.796 1.997
2.296 -4.592 1.921
2.296 -4.388 1.843
2.296 -4.184 1.765
2.296 -3.980 1.685
2.296 -3.776 1.604
2.296 -3.571 1.522
2.296 -3.367 1.439
2.296 -3.163 1.354
2.296 -2.959 1.268
2.296 -2.755 1.181
2.296 -2.551 1.092
2.296 -2.347 1.002
2.296 -2.143 0.911
2.296 -1.939 0.819
2.296 -1.735 0.729
2.296 -1.531 0.641
2.296 -1.327 0.557
2.296 -1.122 0.477
2.296 -0.918 0.404
2.296 -0.714 0.336
2.296 -0.510 0.275
2.296 -0.306 0.221
2.296 -0.102 0.175
2.296 0.102 0.136
2.296 0.306 0.104
2.296 0.510 0.080
2.296 0.714 0.062
2.296 0.918 0.050
2.296 1.122 0.043
2.296 1.327 0.041
2.296 1.531 0.042
2.296 1.735 0.047
2.296 1.939 0.055
2.296 2.143 0.065
2.296 2.347 0.077
2.296 2.551 0.092
2.296 2.755 0.108
2.296 2.959 0.125
2.296 3.163 0.143
2.296 3.367 0.163
2.296 3.571 0.184
2.296 3.776 0.206
2.296 3.980 0.229
2.296 4.184 0.253
2.296 4.388 0.278
2.296 4.592 0.303
2.296 4.796 0.329
2.296 5.000 0.356
2.398 -5.000 2.140
2.398 -4.796 2.063
2.398 -4.592 1.986
2.398 -4.388 1.907
2.398 -4.184 1.827
2.398 -3.980 1.747
2.398 -3.776 1.664
2.398 -3.571 1.581
2.398 -3.367 1.496
2.398 -3.163 1.410
2.398 -2.959 1.323
2.398 -2.755 1.233
2.398 -2.551 1.143
2.398 -2.347 1.051
2.398 -2.143 0.958
2.398 -1.939 0.865
2.398 -1.735 0.773
2.398 -1.531 0.684
2.398 -1.327 0.599
2.398 -1.122 0.519
2.398 -0.918 0.445
2.398 -0.714 0.377
2.398 -0.510 0.316
2.398 -0.306 0.263
2.398 -0.102 0.217
2.398 0.102 0.179
2.398 0.306 0.148
2.398 0.510 0.124
2.398 0.714 0.107
2.398 0.918 0.095
2.398 1.122 0.089
2.398 1.327 0.086
2.398 1.531 0.088
2.398 1.735 0.093
2.398 1.939 0.101
2.398 2.143 0.111
2.398 2.347 0.123
2.398 2.551 0.137
2.398 2.755 0.152
2.398 2.959 0.169
2.398 3.163 0.187
2.398 3.367 0.207
2.398 3.571 0.227
2.398 3.776 0.249
2.398 3.980 0.271
2.398 4.184 0.295
2.398 4.388 0.319
2.398 4.592 0.344
2.398 4.796 0.369
2.398 5.000 0.395
2.500 -5.000 2.207
2.500 -4.796 2.129
2.500 -4.592 2.051
2.500 -4.388 1.971
2.500 -4.184 1.890
2.500 -3.980 1.808
2.500 -3.776 1.724
2.500 -3.571 1.640
2.500 -3.367 1.554
2.500 -3.163 1.466
2.500 -2.959 1.377
2.500 -2.755 1.286
2.500 -2.551 1.193
2.500 -2.347 1.100
2.500 -2.143 1.005
2.500 -1.939 0.911
2.500 -1.735 0.818
2.500 -1.531 0.728
2.500 -1.327 0.642
2.500 -1.122 0.561
2.500 -0.918 0.486
2.500 -0.714 0.419
2.500 -0.510 0.359
2.500 -0.306 0.306
2.500 -0.102 0.260
2.500 0.102 0.223
2.500 0.306 0.193
2.500 0.510 0.169
2.500 0.714 0.152
2.500 0.918 0.141
2.500 1.122 0.135
2.500 1.327 0.133
2.500 1.531 0.135
2.500 1.735 0.140
2.500 1.939 0.148
2.500 2.143 0.158
2.500 2.347 0.170
2.500 2.551 0.183
2.500 2.755 0.199
2.500 2.959 0.215
2.500 3.163 0.233
2.500 3.367 0.252
2.500 3.571 0.272
2.500 3.776 0.293
2.500 3.980 0.315
2.500 4.184 0.338
2.500 4.388 0.362
2.500 4.592 0.386
2.500 4.796 0.411
2.500 5.000 0.437
